season,episode,line,character,dialogue
13,15,367,PIPLUP,[YELLING] 
13,15,368,TOGEKISS,[DETERMINED] 
13,15,369,DAWN,Togekiss! 
13,15,370,"PIKACHU, PIPLUP",[SCREAMING] 
13,15,371,TOGEKISS,[SNATCHING] 
13,15,372,JAMES,Horrors! 
13,15,373,MEOWTH,We're out of plans. Let's scram! 
13,15,374,ASH,"Not so fast! Pikachu, Thunderbolt, go! "
13,15,375,DAWN,"Piplup, use Bubble Beam, and Togekiss, use Aura Sphere! "
13,15,376,PIKACHU,[THUNDERBOLT MOVE] 
13,15,377,PIPLUP,[BUBBLE BEAM MOVE] 
13,15,378,TOGEKISS,[AURA SPHERE MOVE] 
13,15,379,JAMES,We're fresh out of plans again. 
13,15,380,JESSIE,"When we do our sky dancing, it's klutzy, but why? "
13,15,381,MEOWTH,Being a klutz just might have something to do with it. 
13,15,382,WOBBUFFET,[EXASPERATED AFFIRMATIVE] 
13,15,383,"JESSIE, JAMES , MEOWTH",We're blasting off again! 
13,15,384,TOGEKISS,[RELIEVED] 
13,15,385,ASH,"Awesome, Pikachu, you were great! "
13,15,386,PIKACHU,[HAPPY] 
13,15,387,DAWN,"Piplup and Togekiss, you were wonderful, too! "
13,15,388,PIPLUP,[PROUD] 
13,15,389,TOGEKISS,[BOWING GRACEFULLY] 
13,15,390,BROCK,"That quick Air Slash Togekiss used while sky dancing went in so many directions, Yanmega couldn't dodge it! "
13,15,391,BROCK,So when did you figure all this out? 
13,15,392,DAWN,I got it during the battle! Those extra graceful movements Togekiss used were really meant for my eyes! 
13,15,393,DAWN,Togekiss showed me how best to use those graceful skills. 
13,15,394,BROCK,So that's how it happened! 
13,15,395,DAWN,"Togekiss has a unique way of doing things. But, I think the problem was I didn't realize that until now! "
13,15,396,DAWN,So no need to worry! 
13,15,397,ASH,You two make a great team for sure! 
13,15,398,PIKACHU,[AGREEING] 
13,15,399,PIPLUP,[AGREEING] 
13,15,400,BROCK,"And the timing couldn't be better, since it's off to the Grand Festival! "
13,15,401,DAWN,"What do you say, Togekiss? "
13,15,402,TOGEKISS,[BOWING GRACEFULLY] 
13,15,403,TOGEKISS,[EXCITED] 
13,15,404,NARRATOR,"The bond between Trainer and Pokémon is all-important, as demonstrated by a happy Dawn and her Togekiss! And the Grand Festival will prove timing is everything"
13,14,0,JESSIE,"Don't be shy, come on by! "
13,14,1,JAMES,We're the Day Care center with your time in mind! 
13,14,2,MEOWTH,We're quick on the evolving draw so you don't have to be! Our Mime Jr. Day Care is here for all your evolving needs. 
13,14,3,MIME JR.,[PROUD] 
13,14,4,JESSIE,"Just look! This clock shows you the current time, so if you leave your Pokémon with us at Mime Jr. Day Care, in just two hours... "
13,14,5,MEOWTH,We'll have your Pokémon perfectly evolved and ready to use all the moves that only an evolved Pokémon can use! 
13,14,6,"JESSIE, JAMES, MEOWTH","Hey Trainers, it's your lucky day so don't delay! "
13,14,7,ROLAND,Whoa! 
13,14,8,MEOWTH,"Don't be shy, guy. Give Mime Jr. Day Care a try! "
13,14,9,JESSIE,Well! Hi guy! 
13,14,10,JAMES,"Give us two hours and we'll give you an evolved Magby, see? "
13,14,11,ROLAND,"Cool, but I bet it's not cheap. "
13,14,12,JESSIE,"Fear not! Because during our trial period, there's no cost to you! "
13,14,13,JAMES,"Woo, woo, woo! "
13,14,14,ROLAND,Yeah! 
13,14,15,JESSIE,Simply stroll inside and soon you'll be up to speed! 
13,14,16,ROLAND,Thanks! It's about you It's about me It's about hope It's about dreams It's about friends that work together To claim their destiny It's about reaching for the skies Pokemon! Given the courage And willing to try It's about never giving up So hold your head up And we will carry on... Sinnoh League Victors Pokemon! 
13,14,17,JESSIE,"This chart shows you how it's done, soup to nuts! "
13,14,18,MEOWTH,And with a no-money back guarantee! 
13,14,19,ROLAND,It sounds great! You can take care of Magby! 
13,14,20,JESSIE,"We'll take care of Magby, all right! With eyes firmly focused on the Boss! "
13,14,21,MEOWTH,A gift like Magby will set the Boss free! 
13,14,22,MEOWTH,"Say he's having the annual Team Rocket barbecue, but the charcoal just ain't cooperating. Oy! The frustrating embarrassment! "
13,14,23,MEOWTH,[ENTHUSIASTIC] 
13,14,24,MEOWTH,Magby will have it roaring in no time! 
13,14,25,MEOWTH,[PROUD] 
13,14,26,MEOWTH,"Or it's his birthday, and he can't light that load of candles! What's a birthday boss to do? "
13,14,27,MEOWTH,[ENTHUSIASTIC] 
13,14,28,MEOWTH,"One blast from Magby, and that cake will light up the whole room! "
13,14,29,MAGBY,[PROUD] 
13,14,30,MEOWTH,"Wait! There's more! What if Headquarters gets hit by a typhoon, and the power poops out? "
13,14,31,MEOWTH,"It's so dark he can't find the nose on his face, or matches! But see? "
13,14,32,MAGBY,[ENTHUSIASTIC] 
13,14,33,MEOWTH,Magby will appear and everything will become clear! 
13,14,34,MAGBY,[PLEASED] 
13,14,35,MEOWTH,"Then you know what we'll hear? Because Meowth and friends have shown me the light with Magby, it's time for me to light up their lives with a pile of dough! "
13,14,36,"MEOWTH, JESSIE, JAMES","Fire up the bank account, 'cause we'll be rich! "
13,14,37,ROLAND,Why are you singing? 
13,14,38,"JESSIE , JAMES , MEOWTH, MIME JR.",[SURPRISED] 
13,14,39,"JESSIE, MEOWTH, JAMES",Can't you guess? It's our song of success! 
13,14,40,ROLAND,"Okay, so here's my Magby! "
13,14,41,ROLAND,See you later! 
13,14,42,JAMES,Later meaning two little hours. 
13,14,43,NARRATOR,"Our heroes happily continue their journey to the beautiful Lakeside Resort, where the Grand Festival is soon slated to begin. "
13,14,44,"ASH, DAWN, BROCK, PIKACHU, PIPLUP",[CURIOUS] 
13,14,45,ROLAND,It's so cute! 
13,14,46,PIPLUP,[BASHFUL] / [APPALLED] 
13,14,47,ROLAND,Excuse me! Is that your Pikachu? 
13,14,48,ASH,"Yeah, this is my buddy! Meet Pikachu! "
13,14,49,PIKACHU,[FRIENDLY] 
13,14,50,ROLAND,"My name's Roland, and I'm gonna get my own Pikachu one day! "
13,14,51,ASH,My name's Ash. Hi! 
13,14,52,DAWN,Hello! My name's Dawn! 
13,14,53,BROCK,Hi Roland! My name's Brock! 
13,14,54,ROLAND,"Say, you think I could play with your Pikachu some? "
13,14,55,ASH,"Sure, no prob'! "
13,14,56,PIKACHU,[HAPPY] 
13,14,57,PIKACHU,[HAPPY] 
13,14,58,BROCK,This must be the first time he's met a Pikachu! 
13,14,59,ASH,Looks that way! 
13,14,60,DAWN,"Piplup, why not play with them too? "
13,14,61,PIPLUP,[GRUMPY] 
13,14,62,DAWN,Don't be like that! Come on! 
13,14,63,"ROLAND, PIKACHU",[LAUGHING] 
13,14,64,ROLAND,"Wow, thanks a lot! Pikachu's sure a lot of fun! "
13,14,65,ASH,You bet! Pikachu's Pokémon partner number one! 
13,14,66,PIKACHU,[PLEASED]  
13,14,67,DAWN,"So Roland, what kind of Pokémon do you have? "
13,14,68,ROLAND,Pokémon? I've got me a Magby! 
13,14,69,DAWN,"Magby, huh? "
13,14,70,ROLAND,Magby's cool all right. 
13,14,71,POKEDEX,Magby. The Live Coal Pokémon. Magby has a magma-like substance in its body and emits super-fiery breath. 
13,14,72,DAWN,Can I see? 
13,14,73,ASH,I want to see too! 
13,14,74,ROLAND,I just left Magby at Pokémon Day Care. They're gonna evolve my Magby in two hours flat! 
13,14,75,ASH,Two hours flat? 
13,14,76,DAWN,Can they even promise that? 
13,14,77,BROCK,Sounds strange to me. 
13,14,78,DAWN,You sure the Day Care center's here? 
13,14,79,ROLAND,I'm positive! They had a big billboard out front that said Mime Jr. Day Care! 
13,14,80,BROCK,Sounds fishy to me. 
13,14,81,ASH,"Yeah? Well, we're gonna find out what's up. "
13,14,82,ROLAND,Guess I'll have to let Bertha know right away. 
13,14,83,BROCK,Let Bertha know? 
13,14,84,ROLAND,"Yeah! You see, Bertha knows everything there is to know about Pokémon. "
13,14,85,BERTHA,"And what are you up to, Roland? "
13,14,86,ROLAND,"Well, it's Bertha! Whaddaya know. "
13,14,87,ASH,"Wow! Bertha, huh? "
13,14,88,BERTHA,'Course is! Now who else would it be? Do you have a name? 
13,14,89,ASH,Sure! It's Ash! 
13,14,90,DAWN,Hi! I'm Dawn! 
13,14,91,BROCK,Ma'am! My name is Brock! 
13,14,92,BROCK,You're Bertha. Let me see... Bertha... It can't be! 
13,14,93,"ROLAND, ASH, DAWN, PIKACHU, PIPLUP",[SURPRISED] 
13,14,94,BROCK,"You're not Bertha of the Elite Four, are you? "
13,14,95,BERTHA,That's right. I am. 
13,14,96,BERTHA,"But, I don't like to be called one of the Elite Four. At all. It's a secret! "
13,14,97,BROCK,"Yes, ma'am! "
13,14,98,BERTHA,"Roland! It's time for your Pokémon training! Now, I told you to hurry it up, so what in the world's taking so long? "
13,14,99,ROLAND,"You see, somebody stole my Magby. "
13,14,100,BERTHA,"Stole your Magby? Oh land sakes Roland, what am I going to do with you? "
13,14,101,BROCK,Is this your grandson? 
13,14,102,BERTHA,"Child of a cousin. Roland says he wants to get better at Pokémon battles, so I was asked to look after him. "
13,14,103,BERTHA,"If I told you once, I told you a thousand times: Once you have a Pokémon, you have a responsibility to watch over that Pokémon day in and day out. "
13,14,104,ROLAND,Right. 
13,14,105,BERTHA,"Now, how could you let that happen? I feel sorry for poor Magby! "
13,14,106,BROCK,"And of course, that's why you're one of the Elite... "
13,14,107,BERTHA,Now Roland! You must get Magby back. You have to learn to correct your own mistakes! You owe Magby that much at least! 
13,14,108,ROLAND,I will! 
13,14,109,ASH,All right! We'll help too! 
13,14,110,PIKACHU,[ENTHUSIASTIC]  
13,14,111,PIPLUP,[ENTHUSIASTIC] 
13,14,112,BERTHA,"So we've got a Trainer and a Coordinator, I see! "
13,14,113,ASH,I've got seven Gym Badges so far! 
13,14,114,DAWN,"And I'm on my way to compete in the Grand Festival, right now! "
13,14,115,BERTHA,So that means I'll get a chance to see how strong you both are! 
13,14,116,ASH,What do you mean how strong we are? 
13,14,117,BERTHA,You'll see. Have you figured out how you'll search for Magby yet? 
13,14,118,ASH,"Wow, to tell the truth... "
13,14,119,DAWN,We're kind of clueless. 
13,14,120,BROCK,The only thing we know for sure is there were three people involved in the theft. 
13,14,121,ROLAND,"So, what do we do? "
13,14,122,BERTHA,"While we're having this nice little talk, they might get away. "
13,14,123,"ROLAND, ASH, DAWN, BROCK, PIKACHU, PIPLUP",[WORRIED] 
13,14,124,ASH,That building's got an observatory! We can see the whole town from there. 
13,14,125,BERTHA,Hm... 
13,14,126,ASH,See anything? 
13,14,127,ROLAND,Just a second... 
13,14,128,ROLAND,Down there! Those three are the ones! 
13,14,129,BERTHA,Confirm the location. 
13,14,130,ROLAND,Okay. 
13,14,131,ASH,Let's go to that park by the fountain! 
13,14,132,ROLAND,Right! 
13,14,133,JESSIE,We'll evolve your Pokémon in two hours at Wobbuffet's Day Care! 
13,14,134,MEOWTH,With our famous no-money back guarantee! 
13,14,135,JAMES,"And that's certainly not all, because for a limited time, we're offering all this for free! "
13,14,136,ROLAND,"I want my Magby back! JESSIE, JAMES, MEOWTH, MIME JR., "
13,14,137,WOBBUFFET,[CURIOUS] 
13,14,138,JAMES,Magby? Pish posh! 
13,14,139,MEOWTH,That Pokémon's not our thing. 
13,14,140,JESSIE,It does strike an unfamiliar ring. 
13,14,141,"JESSIE, JAMES , MEOWTH, WOBBUFFET, MIME JR.",[SCREAMING] 
13,14,142,BERTHA,Just who are you people? 
13,14,143,JESSIE,I think your silly question needs work! 
13,14,144,JAMES,Admitting ignorance makes you look like a jerk! - 
13,14,145,JESSIE,On the wind! - 
13,14,146,JAMES,Past the stars! 
13,14,147,MEOWTH,You're berserk! 
13,14,148,JESSIE,Bringing chaos at a breakneck pace! 
13,14,149,JAMES,"Dashing hope, bringing fear in its place! "
13,14,150,JESSIE,A rose by any other name's just as sweet! 
13,14,151,JAMES,"When everything's worse, our work is complete! - "
13,14,152,JESSIE,Jessie! - 
13,14,153,JAMES,And James! 
13,14,154,MEOWTH,"Meowth, that's a name! "
13,14,155,JESSIE,Putting the do-gooders in their place! 
13,14,156,JAMES,We're Team Rocket! 
13,14,157,"JESSIE, JAMES, MEOWTH",And we're in your face! 
13,14,158,WOBBUFFET,[AFFIRMATIVE] 
13,14,159,MIME JR.,[MIMICKING] 
13,14,160,DAWN,So Team Rocket's responsible for all this?! 
13,14,161,BERTHA,Team Rocket? 
13,14,162,BROCK,They're criminals who steal other people's Pokémon! 
13,14,163,ASH,Give Roland's Magby back now! 
13,14,164,JESSIE,Eat my pink dust! 
13,14,165,"ASH, ROLAND, DAWN, BROCK, PIKACHU, PIPLUP",[SHOCKED] 
13,14,166,"JESSIE, JAMES, MEOWTH",Feet don't fail me now! 
13,14,167,"ASH, ROLAND, DAWN, PIKACHU, PIPLUP",[BRACING] 
13,14,168,BROCK,"Hey, where did Bertha go? "
13,14,169,BERTHA,I'm right here! 
13,14,170,BROCK,Are you all right? 
13,14,171,BERTHA,Deal with them. 
13,14,172,ROLAND,Let's get them. 
13,14,173,"PIKACHU, PIPLUP",[SURPRISED]  
13,14,174,DAWN,We're coming too! 
13,14,175,ASH,Wait a minute! 
13,14,176,"DAWN, ROLAND, PIPLUP",[SURPRISED] 
13,14,177,ASH,"Hey, why don't we head them off from both sides? "
13,14,178,BROCK,Hold on! 
13,14,179,ROLAND,Gimme my Magby! 
13,14,180,MEOWTH,"Hey, maybe we should ask them how long to hold on! "
13,14,181,ASH,"'Kay, Team Rocket, give it up! "
13,14,182,PIKACHU,[ANGRY] 
13,14,183,ASH,"Hey, wait! "
13,14,184,ASH,"Whoa guys, look! "
13,14,185,ASH,They've got to be hiding in one of those windmills! 
13,14,186,DAWN,We'll just have to search them one by one. 
13,14,187,ROLAND,Yeah? 
13,14,188,BERTHA,Just a moment please. 
13,14,189,BERTHA,Look more carefully. 
13,14,190,"DAWN, ASH, BROCK, ROLAND, PIPLUP, PIKACHU",[CONFUSED] 
13,14,191,BERTHA,"Oh, come on. The second one from the right! "
13,14,192,ASH,That one's not turning! 
13,14,193,BERTHA,Maybe this is a good time to give you some advice. You would do well to strengthen your powers of observation. 
13,14,194,ASH,I'll have to think about that. 
13,14,195,JAMES,The odds of the Twerps finding us in here are zilch! 
13,14,196,JESSIE,"And while they wander aimlessly like boats without a rudder, we can plot our next dastardly deed! "
13,14,197,MEOWTH,Their aim's not that bad. 
13,14,198,JESSIE,And it's straight at us! 
13,14,199,JAMES,They're not psychic! They're dumb! 
13,14,200,JESSIE,Who cares? Let's move out! 
13,14,201,"BROCK, ROLAND, BERTHA, PIPLUP, PIKACHU",[SHOCKED] 
13,14,202,DAWN,Oh no! 
13,14,203,"JESSIE, JAMES, MEOWTH",We're leaving you flat! 
13,14,204,ASH,"That's not gonna happen! Staraptor, I choose you! "
13,14,205,STARAPTOR,[APPEARING] 
13,14,206,ASH,Use Aerial Ace! 
13,14,207,STARAPTOR,[AERIAL ACE MOVE] 
13,14,208,JESSIE,Here we go! 
13,14,209,MEOWTH,I'll take care of the schmo! Ho ho! 
13,14,210,MEOWTH,Aerial Ace defense below! 
13,14,211,STARAPTOR,[GROANING] 
13,14,212,ASH,Staraptor! 
13,14,213,BERTHA,Guess we've got no choice. 
13,14,214,BERTHA,Follow me! 
13,14,215,"DAWN, ASH, BROCK, ROLAND, PIKACHU",[CURIOUS] 
13,14,216,"ASH, DAWN, BROCK, ROLAND, PIKACHU, PIPLUP",[SCREAMING] 
13,14,217,BERTHA,"Hang on tight, g*ng! "
13,14,218,ASH,I'll do my best! 
13,14,219,PIKACHU,[SCARED] 
13,14,220,ROLAND,"Wow Bertha, you're the coolest! "
13,14,221,BERTHA,"While you're hanging on remember you're on the lookout, too! "
13,14,222,ASH,Whoa! Oh man! 
13,14,223,PIKACHU,[SCARED] 
13,14,224,ASH,Go right! 
13,14,225,BERTHA,"You're up, Gliscor. Let's go! "
13,14,226,GLISCOR,[EMERGING]  
13,14,227,GLISCOR,[AGGRESSIVE] - 
13,14,228,JESSIE,The Twerps on wheels! - 
13,14,229,MEOWTH,They can't drive! 
13,14,230,BERTHA,Use Guillotine! 
13,14,231,GLISCOR,[GUILLOTINE MOVE] 
13,14,232,MEOWTH,Who cares if they got a chauffeur? Those twerps are full of hot air! Guillotine defense! 
13,14,233,GLISCOR,"[SATISFIED] JESSIE, JAMES, MEOWTH, MIME JR., "
13,14,234,WOBBUFFET,[SCREAMING] 
13,14,235,DAWN,It worked! 
13,14,236,ASH,Yes! 
13,14,237,PIKACHU,[PLEASED] 
13,14,238,BERTHA,They're not going anywhere now! 
13,14,239,BERTHA,Hold on! 
13,14,240,"ASH, DAWN, BROCK, ROLAND, PIKACHU, PIPLUP","[SCREAMING] JESSIE, JAMES, MEOWTH, MIME JR., "
13,14,241,WOBBUFFET,[MOANING] 
13,14,242,ASH,"Okay, Team Rocket, it's over! "
13,14,243,ROLAND,Gimme back my Magby! 
13,14,244,JESSIE,How about a swift kick instead? 
13,14,245,WOBBUFFET,[AFFIRMATIVE] 
13,14,246,JESSIE,"Seviper, heads up! "
13,14,247,SEVIPER,[APPEARING]  
13,14,248,JAMES,"Carnivine, heads up too! "
13,14,249,JAMES,I must choose my words more carefully! 
13,14,250,ASH,"Buizel, I choose you! "
13,14,251,BUIZEL,[APPEARING] 
13,14,252,DAWN,Pachirisu! Let's go! 
13,14,253,PACHIRISU,[APPEARING] 
13,14,254,JESSIE,"Seviper! Use Bite, quick! "
13,14,255,SEVIPER,[PREPARING] 
13,14,256,BUIZEL,[LEAPING]  
13,14,257,SEVIPER,[BITE MOVE] 
13,14,258,ASH,"Buizel, Sonic Boom, go! "
13,14,259,BUIZEL,"[SONIC BOOM MOVE] JESSIE, JAMES, MEOWTH, MIME JR., "
13,14,260,"WOBBUFFET, SEVIPER",[PANICKED] 
13,14,261,JAMES,"Now, Carnivine! b*llet Seed, big time! "
13,14,262,CARNIVINE,[b*llet SEED MOVE] 
13,14,263,PACHIRISU,[LEAPING] 
13,14,264,DAWN,"Pachirisu, Spark! "
13,14,265,PACHIRISU,[SPARK MOVE] 
13,14,266,CARNIVINE,[SCREAMING] 
13,14,267,ASH,"Buizel, Sonic Boom again! "
13,14,268,BUIZEL,[SONIC BOOM MOVE] 
13,14,269,ROLAND,My Poké Ball's back! 
13,14,270,BERTHA,"Then this would be a perfect time for you to join the battle, Roland! "
13,14,271,ROLAND,Right! 
13,14,272,ROLAND,"'Kay, Magby go! "
13,14,273,MAGBY,[EMERGING] 
13,14,274,JAMES,"Carnivine, Vine Whip! "
13,14,275,CARNIVINE,[VINE WHIP MOVE] 
13,14,276,MAGBY,[REELING]  
13,14,277,MAGBY,[READY] 
13,14,278,ROLAND,Show them your strength with Flamethrower! 
13,14,279,MAGBY,[FLAMETHROWER MOVE] 
13,14,280,CARNIVINE,[REELING] 
13,14,281,JAMES,"There, there. Don't let those tussling Twerps bully you! "
13,14,282,JESSIE,"You're messing with the new and improved Team Rocket, and you're going to pay! "
13,14,283,MEOWTH,Today! 
13,14,284,MEOWTH,Launching Powering Up Parts! 
13,14,285,SEVIPER,[HISSING] 
13,14,286,SEVIPER,[SHOWING OFF] 
13,14,287,CARNIVINE,[READY] 
13,14,288,ROLAND,Check it out! 
13,14,289,ASH,They kidding or what? 
13,14,290,DAWN,You sneaks! 
13,14,291,BERTHA,I am not amused! 
13,14,292,JAMES,Our Powering Up Parts are in place! 
13,14,293,JESSIE,We'll see who's got a brave face! 
13,14,294,MEOWTH,Let's knock some twerps into space! 
13,14,295,JAMES,Power Vine Whip! 
13,14,296,PACHIRISU,[HURT] 
13,14,297,JESSIE,Power Poison Tail! 
13,14,298,BUIZEL,[HURT] 
13,14,299,JESSIE,You see? We pack more punch than previously! 
13,14,300,"ASH, DAWN, BROCK, ROLAND, BERTHA, PIKACHU",[FRUSTRATED] 
13,14,301,BERTHA,How dare you tamper with Pokémon like that? 
13,14,302,BERTHA,Every Pokémon Battle has to be ex*cuted fair and square! 
13,14,303,BERTHA,"What a Pokémon doesn't naturally have, it does without! "
13,14,304,JESSIE,"Complaints? Save them for the Twerps! Seviper, go! "
13,14,305,JAMES,"Right! You're just jealous! Carnivine, NOW! "
13,14,306,"SEVIPER, CARNIVINE",[AGGRESSIVE] 
13,14,307,BERTHA,"It's your turn Golem! Rock Blast, let's go! "
13,14,308,GOLEM,[APPEARING] 
13,14,309,GOLEM,[PREPARING] 
13,14,310,"SEVIPER, CARNIVINE",[AGGRESSIVE] 
13,14,311,SEVIPER,[SHOCKED] 
13,14,312,CARNIVINE,[SHOCKED] 
13,14,313,"JESSIE, JAMES, MEOWTH, MIME JR.",[PANICKING] 
13,14,314,"CARNIVINE, SEVIPER",[DAZED] 
13,14,315,DAWN,Wow! 
13,14,316,ASH,That's strong! 
13,14,317,PIKACHU,[IMPRESSED] 
13,14,318,BERTHA,"Roland, are you just going to stand there? "
13,14,319,ROLAND,"Magby, use Fire Punch! Go! "
13,14,320,MAGBY,[FIRE PUNCH MOVE] 
13,14,321,JESSIE,Those primo Powering Up parts ended up costing Team Rocket a pretty penny. 
13,14,322,JAMES,"Well, we can all thank that seasoned citizenette! "
13,14,323,MEOWTH,She'd probably say you're welcome. 
13,14,324,"JESSIE, JAMES, MEOWTH",We're blasting off again! 
13,14,325,ASH,"That's great that you got your Magby back, Roland. "
13,14,326,BERTHA,"Now let's just make sure this doesn't ever happen again, - all right? - "
13,14,327,ROLAND,Right! 
13,14,328,DAWN,"I can't believe how strong you are, Bertha. "
13,14,329,BROCK,What do you expect from a member of the Elite Four? 
13,14,330,"DAWN, PIPLUP",[SHOCKED] 
13,14,331,DAWN,Brock couldn't possibly be saying you're THE Bertha from the Elite Four now could he? 
13,14,332,ASH,That's why you're so strong! 
13,14,333,BERTHA,"You know, I really don't like the name Elite Four at all. I'm sorry. "
13,14,334,BERTHA,"Regardless, the main thing is Roland's got his Magby back, and we have you all to thank for it! How can I repay you? "
13,14,335,ASH,I know! How about having a Pokémon battle with me? 
13,14,336,BERTHA,Seriously? 
13,14,337,ASH,I wanna see how well I can do battling you! Please? Say that you will? 
13,14,338,BERTHA,Now that's the kind of spirit I like! 
13,14,339,BERTHA,"All right Hippowdon, it's your turn! "
13,14,340,HIPPOWDON,[EMERGING] 
13,14,341,HIPPOWDON,[ROARING] 
13,14,342,POKEDEX,"Hippowdon. The Heavyweight Pokémon. A surprisingly fierce Pokémon, Hippowdon opens its giant mouth to intimidate adversaries. "
13,14,343,ASH,"Hippowdon, huh? All right Torterra, I choose you! "
13,14,344,TORTERRA,[EMERGING] 
13,14,345,ASH,Let's start off with Leaf Storm! 
13,14,346,TORTERRA,[LEAF STORM MOVE] 
13,14,347,TORTERRA,[CONFUSED] 
13,14,348,ASH,Where did it go? 
13,14,349,BERTHA,"Hippowdon, use Iron Head! "
13,14,350,HIPPOWDON,[IRON HEAD MOVE]  
13,14,351,TORTERRA,[SHOCKED] 
13,14,352,TORTERRA,[GROANING] 
13,14,353,DAWN,Incredible power! 
13,14,354,ASH,Torterra! You all right? 
13,14,355,TORTERRA,[AFFIRMING] 
13,14,356,ASH,"Okay, Rock Climb! "
13,14,357,TORTERRA,[PREPARING] 
13,14,358,TORTERRA ,[ROCK CLIMB MOVE] 
13,14,359,HIPPOWDON,[NOTICING] 
13,14,360,TORTERRA,[RUNNING] 
13,14,361,BERTHA,Use Iron Head to intercept it! 
13,14,362,HIPPOWDON,[IRON HEAD MOVE] 
13,14,363,"HIPPOWDON, TORTERRA",[GROWLING] / [STRUGGLING] 
13,14,364,"DAWN, BROCK, ROLAND, PIPLUP", [ALARMED] 
13,14,365,ASH,Torterra! 
13,14,366,BERTHA,"Is that the best you can do, young man? "
13,14,367,BERTHA,"Ash, I told you once before! You need to strengthen your powers of observation! "
13,14,368,DAWN,There's that phrase again. 
13,14,369,BERTHA,"You should heed my words as well, young lady, since it will assist you in your Pokémon Contests! "
13,14,370,BERTHA,"Observe not only your own Pokémon, but your opponent's Pokémon too! How much do you really know about them? "
13,14,371,BERTHA,It boils down to your powers of observation! 
13,14,372,BERTHA,How much damage has your Pokémon taken? Can they continue battling? 
13,14,373,BERTHA,What moves are effective on your opponent? 
13,14,374,BERTHA,"In contests, too. "
13,14,375,BERTHA,Watch as many Pokémon moves as you can. Try them out and increase the variety of moves you already have. 
13,14,376,BERTHA,But of course battles and contests aren't the only chance you've got to sharpen up your skills. It's important to work those skills on a daily basis. 
13,14,377,DAWN,That must be how you knew that Team Rocket was hiding behind that one windmill! 
13,14,378,BERTHA,"That's right, dear. Now try those observation skills. "
13,14,379,ASH,Torterra can you go on? 
13,14,380,TORTERRA,[AFFIRMATIVE] 
13,14,381,TORTERRA,[ROAR] 
13,14,382,ASH,"Torterra's taken damage, but we're going for it! Let's see what Hippowdon's up to. "
13,14,383,BERTHA,"You see? In a Pokémon Battle, you have to be able to make the quick decisions! "
13,14,384,ASH,"All right, where? Where's it coming up next? "
13,14,385,ASH,When Hippowdon comes out of the ground... 
13,14,386,ASH,I can figure out Hippowdon's position when I see the rocks move! 
13,14,387,ASH,Observation... 
13,14,388,ASH,I'm an observer! 
13,14,389,ASH,I'm doing it! 
13,14,390,TORTERRA,[CURIOUS] 
13,14,391,ASH,Torterra! Behind you on the left! 
13,14,392,TORTERRA,[DODGING] 
13,14,393,ASH,"All right, Torterra, Leaf Storm! "
13,14,394,TORTERRA,[LEAF STORM MOVE] 
13,14,395,HIPPOWDON,[REELING] 
13,14,396,HIPPOWDON,[GROANING] 
13,14,397,BERTHA,A job well done! 
13,14,398,HIPPOWDON,[DIGGING] 
13,14,399,ASH,Not again! 
13,14,400,ASH,Where is it this time? 
13,14,401,ASH,Gotta keep my eyes on those moving rocks. 
13,14,402,ASH,Now what? 
13,14,403,TORTERRA,[CONFUSED] 
13,14,404,BERTHA,There are no guarantees the same thing will happen two times in a row. 
13,14,405,BERTHA,"Hippowdon! Iron Head, let's go! "
13,14,406,TORTERRA,[SHOUT] 
13,14,407,BERTHA,Now use Fire Fang! 
13,14,408,HIPPOWDON,[FIRE FANG MOVE] 
13,14,409,TORTERRA,[GROANING] 
13,14,410,TORTERRA,[YELLING] 
13,14,411,ASH,Torterra! 
13,14,412,DAWN,Whoa! What a move! 
13,14,413,ROLAND,Bertha's the absolute best! 
13,14,414,TORTERRA,[DAZED] 
13,14,415,ASH,Torterra! You okay? 
13,14,416,PIKACHU,[CONCERNED] 
13,14,417,BERTHA,"Well, that's about right for a Trainer with seven badges. "
13,14,418,TORTERRA,[GROANING] 
13,14,419,ASH,"Wow, Torterra, you were awesome! Thanks so much! "
13,14,420,BERTHA,"And as for you, Ash. "
13,14,421,TORTERRA,[CURIOUS] 
13,14,422,BERTHA,"You still have to get stronger, no doubt about that. But you do an excellent job of keeping cool and calm during the heat of battle. "
13,14,423,ASH,"Bertha, thank you! So, do you think I can win the Sinnoh League? "
13,14,424,BERTHA,"I guess you won't know until you give it a try, will you? "
13,14,425,BERTHA,"Whatever, it all depends on you developing those powers of observation, right? "
13,14,426,ASH,Right! 
13,14,427,NARRATOR,"Our heroes have gained some valuable insight, after meeting the amazing Bertha of the Elite Four! And no doubt they'll continue to improve their Trainer and Coordinator skills, as their journey continues"
13,13,0,JESSIE,"Don't be shy, come on by! "
13,13,1,JAMES,We're the Day Care center with your time in mind! 
13,13,2,MEOWTH,We're quick on the evolving draw so you don't have to be! Our Mime Jr. Day Care is here for all your evolving needs. 
13,13,3,MIME JR.,[PROUD] 
13,13,4,JESSIE,"Just look! This clock shows you the current time, so if you leave your Pokémon with us at Mime Jr. Day Care, in just two hours... "
13,13,5,MEOWTH,We'll have your Pokémon perfectly evolved and ready to use all the moves that only an evolved Pokémon can use! 
13,13,6,"JESSIE, JAMES, MEOWTH","Hey Trainers, it's your lucky day so don't delay! "
13,13,7,ROLAND,Whoa! 
